Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
WASP-84 b,WASP-84,1,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,10.72,220.0,0.98,732.0,100.588,K
WASP-84 b,WASP-84,1,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,10.559,220.565,1.104,797.0,100.588,K
WASP-84 b,WASP-84,1,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,10.94,218.34921,0.983,833.0,100.588,
WASP-84 c,WASP-84,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,1.95,15.2,11.2,1329.0,100.588,K
WASP-85 A b,WASP-85 A,2,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,13.899,402.05495,0.88,1452.0,141.887,G
WASP-88 b,WASP-88,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,19.055,177.98,0.146,1772.0,523.756,F
WASP-89 b,WASP-89,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,11.657,1875.197,7.0,1120.0,290.946,K
WASP-90 b,WASP-90,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,18.271,200.2329,0.193,1840.0,466.433,F
WASP-91 b,WASP-91,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,11.545,425.8922,1.59,1160.0,149.942,K
WASP-92 b,WASP-92,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,16.376,255.85315,0.346,1871.0,575.889,F
WASP-93 b,WASP-93,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,17.901,467.2101,0.479,1942.0,370.284,F
WASP-94 A b,WASP-94 A,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,19.28,143.653,0.118,1604.0,211.211,F
WASP-95 b,WASP-95,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.56,359.13,1.13,1570.0,137.544,G
WASP-96 b,WASP-96,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.45,152.55,0.37,1285.0,352.464,G
WASP-97 b,WASP-97,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.67,419.52,1.21,1555.0,151.068,G
WASP-98 b,WASP-98,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.823,293.03926,0.764,1171.0,281.742,
WASP-98 b,WASP-98,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.33,263.79,0.84,1180.0,281.742,G
WASP-99 b,WASP-99,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,12.33,883.53,2.79,1480.0,158.66,F
WTS-1 b,WTS-1,1,1,0,United Kingdom Infrared Telescope,Transit,3.8 m United Kingdom Infrared Telescope,WFCam Wide Field Camera,2012-01-01,16.7,1274.44,1.61,1500.0,2346.01,F
Wendelstein-1 b,Wendelstein-1,1,1,0,Haleakala Observatory,Transit,1.8-m Ritchey-Chretien Telescope,Gigapixel Camera 1 (GPC1),2020-01-01,11.561,188.15536,0.72,2198.0,305.3,K
Wendelstein-2 b,Wendelstein-2,1,1,0,Haleakala Observatory,Transit,1.8-m Ritchey-Chretien Telescope,Gigapixel Camera 1 (GPC1),2020-01-01,12.993,232.33373,0.62,2470.0,565.541,K
Wolf 503 b,Wolf 503,1,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,2.043,6.27,4.03,789.0,44.526,
Wolf 503 b,Wolf 503,1,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,2.043,6.26,2.92,790.0,44.526,K
XO-1 b,XO-1,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2006-01-01,13.518,291.76794,0.65,1196.0,163.553,
XO-1 b,XO-1,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2006-01-01,13.271,286.047,0.67,1100.0,163.553,
XO-1 b,XO-1,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2006-01-01,13.518,293.67492,0.7,1210.0,163.553,
XO-2 N b,XO-2 N,2,3,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2007-01-01,11.018,179.89178,0.741,1319.0,154.273,
XO-2 N b,XO-2 N,2,3,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2007-01-01,11.119,176.39565,0.75677,1328.0,154.273,
XO-2 N b,XO-2 N,2,3,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2007-01-01,11.03,188.47319,0.77406,1328.0,154.273,
XO-3 b,XO-3,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2007-01-01,13.989,3759.9289,8.09,1729.0,213.053,
XO-4 b,XO-4,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2008-01-01,14.426,491.68301,0.9,1630.0,272.655,
XO-4 b,XO-4,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2008-01-01,14.46,483.41943,0.9443,1630.0,272.655,
XO-5 b,XO-5,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2008-01-01,12.78,378.2,1.06,1230.0,276.211,
XO-5 b,XO-5,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2008-01-01,12.207,344.52772,1.12,1203.0,276.211,
XO-5 b,XO-5,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2008-01-01,12.89,365.5045,1.02,1244.0,276.211,G
XO-6 b,XO-6,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2016-01-01,23.203,1398.452,0.62,1577.0,235.479,F
XO-7 b,XO-7,1,1,0,XO,Transit,Canon 200mm f/1.8L,Apogee CCD Array,2019-01-01,15.39,225.34147,0.34,1743.0,234.149,G
pi Men c,HD 39091,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2018-01-01,2.06,4.52,2.82,1147.0,18.2702,
pi Men c,HD 39091,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2018-01-01,2.042,4.82,2.97,1170.0,18.2702,G
