Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
KELT-8 b,KELT-8,1,1,0,KELT,Transit,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2015-01-01,20.849,275.55861,0.167,1675.0,197.572,G
KELT-9 b,KELT-9,2,1,0,KELT-North,Transit,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2017-01-01,21.196,915.3504,0.53,4050.0,204.455,B
KOI-13 b,KOI-13,3,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,16.948,2949.4624,3.6,2550.0,519.096,
KOI-1831 d,Kepler-324,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2021-01-01,1.13,2.23,9.95,475.0,501.574,
KOI-1833 d,Kepler-968,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2021-01-01,2.58,11.02,4.5,613.0,290.324,
KOI-3503 b,KOI-3503,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2021-01-01,1.19,9.2,10.0,785.0,887.064,
KOI-3503 c,KOI-3503,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2021-01-01,1.21,10.36,10.0,686.0,887.064,
KOI-3680 b,KOI-3680,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,11.097,613.4119,2.46,347.0,921.986,
KOI-94 b,KOI-94,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,1.71,10.5,10.1,1486.0,477.052,
KOI-94 c,KOI-94,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,4.32,15.6,0.91,1012.0,477.052,
KOI-94 d,KOI-94,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,11.27,106.0,0.363,806.0,477.052,
KOI-94 e,KOI-94,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,6.56,35.0,0.6,584.0,477.052,
KPS-1 b,KPS-1,1,1,0,Acton Sky Portal Observatory,Transit,Rowe-Ackermann Schmidt Astrograph telescope,SBIG ST-8300M camera,2018-01-01,11.545,346.4347,1.31,1459.0,262.706,K
Kepler-10 b,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.46,4.6,8.15,2160.0,185.506,
Kepler-10 b,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.47,3.26,5.57,2188.0,185.506,
Kepler-10 b,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.47,3.33,5.8,2169.0,185.506,
Kepler-10 b,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.481,4.60853,8.0,2130.0,185.506,
Kepler-10 b,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.416,4.56,8.8,1833.0,185.506,
Kepler-10 c,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.35,17.2,7.1,584.0,185.506,
Kepler-10 c,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.355,11.4,4.78,578.0,185.506,
Kepler-10 c,Kepler-10,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.227,20.0,10.0,485.0,185.506,
Kepler-101 b,Kepler-101,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,5.77,51.1,1.45,1513.0,927.981,G
Kepler-101 c,Kepler-101,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.25,3.78,10.5,1413.0,927.981,G
Kepler-102 b,Kepler-102,1,5,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.46,1.1,62.0,857.0,107.796,
Kepler-102 c,Kepler-102,1,5,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.567,1.7,52.0,777.0,107.796,
Kepler-102 d,Kepler-102,1,5,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.154,3.0,10.7,686.0,107.796,
Kepler-102 e,Kepler-102,1,5,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,2.17,4.7,2.5,590.0,107.796,
Kepler-102 f,Kepler-102,1,5,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.861,4.3,37.0,495.0,107.796,
Kepler-103 b,Kepler-103,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,3.486,9.8,1.28,973.0,494.832,
Kepler-103 c,Kepler-103,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,5.45,38.0,1.29,434.0,494.832,
Kepler-107 b,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.536,3.8,5.8,1592.0,525.997,
Kepler-107 b,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.536,3.51,5.3,1593.0,525.997,
Kepler-107 c,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.597,10.0,13.5,1378.0,525.997,
Kepler-107 c,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.597,9.39,12.65,1379.0,525.997,
Kepler-107 d,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.86,3.8,33.1,1173.0,525.997,
Kepler-107 d,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.86,7.7,67.0,1173.0,525.997,
Kepler-107 e,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,2.903,8.6,2.0,955.0,525.997,
Kepler-107 e,Kepler-107,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,2.903,14.1,3.18,955.0,525.997,
Kepler-109 b,Kepler-109,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,2.49,4.9,1.7,1276.0,474.861,
Kepler-109 c,Kepler-109,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,2.65,8.2,2.4,859.0,474.861,
Kepler-117 b,Kepler-117,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,8.059,29.875,0.3,984.0,1455.57,F
Kepler-117 c,Kepler-117,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,12.341,584.78,1.74,704.0,1455.57,F
Kepler-12 b,Kepler-12,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,19.661,137.30256,0.11,1480.0,881.386,
Kepler-12 b,Kepler-12,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,19.123,136.6669,0.10773,1485.0,881.386,
Kepler-138 b,Kepler-138,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,0.64,0.07,1.7,452.0,66.8624,
Kepler-138 c,Kepler-138,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.51,2.3,3.6,410.0,66.8624,
Kepler-138 d,Kepler-138,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.51,2.1,3.6,345.0,66.8624,
Kepler-15 b,Kepler-15,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,14.448,221.20968,0.404,1251.0,739.412,
Kepler-1514 b,Kepler-1514,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,12.42,1678.1424,4.82,388.0,397.292,
Kepler-1654 b,Kepler-1654,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,9.18,158.915,1.2,206.0,568.117,G
Kepler-1655 b,Kepler-1655,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,2.213,5.4,2.72,938.0,213.26,
Kepler-1656 b,Kepler-1656,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,5.02,48.6,2.13,651.0,185.875,
Kepler-1661 b,Kepler-1661,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2020-01-01,3.87,17.0,1.6,243.0,410.607,K
Kepler-167 e,Kepler-167,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,10.16,321.00669,1.68,134.0,341.908,
Kepler-17 b,Kepler-17,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,14.684,743.7222,1.29542,1712.0,720.753,
Kepler-17 b,Kepler-17,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,14.68,778.65,1.35,1570.0,720.753,
Kepler-1704 b,Kepler-1704,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,11.949,1322.16617,4.07,254.0,835.455,
Kepler-1876 b,Kepler-1876,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2021-01-01,0.853,2.4,19.0,1299.0,259.935,
Kepler-19 b,Kepler-19,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.209,6.1,3.1,851.0,218.562,
Kepler-20 b,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.868,9.7,8.2,1105.0,282.563,
Kepler-20 b,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.773,9.7,9.4,1187.0,282.563,
Kepler-20 b,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,1.91,8.7,6.5,1014.0,282.563,
Kepler-20 c,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.894,11.1,2.51,828.0,282.563,
Kepler-20 c,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,3.07,16.1,2.91,713.0,282.563,
Kepler-20 c,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,3.047,12.75,2.5,772.0,282.563,
Kepler-20 d,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.75,20.1,4.07,369.0,282.563,
Kepler-20 d,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.744,10.07,2.7,401.0,282.563,
Kepler-20 d,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.606,13.4,4.1,430.0,282.563,
Kepler-20 e,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,0.821,0.76,7.5,1004.0,282.563,
Kepler-20 f,Kepler-20,2,6,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,0.952,1.4,8.4,681.0,282.563,
Kepler-21 b,Kepler-21,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,1.635,10.4,12.9,1956.0,108.522,F
Kepler-21 b,Kepler-21,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,1.639,7.5,9.3,2015.0,108.522,
Kepler-21 b,Kepler-21,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,1.639,5.08,6.4,2025.0,108.522,
Kepler-22 b,Kepler-22,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.38,36.0,14.7,262.0,194.642,G
Kepler-22 b,Kepler-22,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,2.1,9.1,5.2,279.0,194.642,
Kepler-323 b,Kepler-323,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.381,3.9,8.2,1838.0,454.883,
Kepler-323 c,Kepler-323,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.57,6.8,9.6,1431.0,454.883,
Kepler-36 b,Kepler-36,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,1.486,4.45,7.46,978.0,527.956,
Kepler-36 c,Kepler-36,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,3.679,8.08,0.89,928.0,527.956,
Kepler-37 b,Kepler-37,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,0.31,0.79,140.0,718.0,63.9207,
Kepler-37 c,Kepler-37,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,0.755,1.3,15.0,615.0,63.9207,
Kepler-37 d,Kepler-37,1,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,2.03,2.0,1.3,499.0,63.9207,
Kepler-39 b,Kepler-39,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,12.24,5689.157,17.2,851.0,1057.41,
Kepler-39 b,Kepler-39,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.68,5720.7,12.4,905.0,1057.41,F
Kepler-39 b,Kepler-39,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.9,6388.1,13.0,897.0,1057.41,F
Kepler-4 b,Kepler-4,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,4.002,24.472,1.91,1650.0,487.916,
Kepler-4 b,Kepler-4,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,4.125,23.83725,1.88,1620.0,487.916,
Kepler-40 b,Kepler-40,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,13.11,699.2,1.68,1620.0,2305.01,F
Kepler-40 b,Kepler-40,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,16.141,686.5128,0.89,1744.0,2305.01,
Kepler-40 b,Kepler-40,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,14.235,673.7996,1.3,1666.0,2305.01,
Kepler-409 b,Kepler-409,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.199,6.0,19.0,438.0,68.173,
Kepler-41 b,Kepler-41,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,9.98,174.8,1.1,1730.0,1093.08,G
Kepler-41 b,Kepler-41,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,9.55,156.69019,0.9975,1554.0,1093.08,
Kepler-41 b,Kepler-41,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,11.657,177.9848,0.7,1770.0,1093.08,
Kepler-41 b,Kepler-41,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,14.46,177.98,0.33,1790.0,1093.08,G
Kepler-411 b,Kepler-411,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,2.401,25.6,10.3,1138.0,153.676,K
Kepler-411 c,Kepler-411,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,4.421,26.4,1.7,838.0,153.676,K
Kepler-411 d,Kepler-411,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,3.319,15.2,2.3,410.0,153.676,K
Kepler-412 b,Kepler-412,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,15.031,299.07803,0.52,1850.0,1086.24,
Kepler-423 b,Kepler-423,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,13.361,189.101,0.459,1605.0,758.753,G
Kepler-425 b,Kepler-425,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,10.962,79.45,0.27,1070.0,646.647,K
Kepler-426 b,Kepler-426,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,12.22,108.06,0.26,1300.0,843.695,G
Kepler-427 b,Kepler-427,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,13.79,92.17,0.16,1100.0,1017.8,G
Kepler-428 b,Kepler-428,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,12.11,403.63,1.02,1070.0,686.284,K
Kepler-43 b,Kepler-43,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.45,1026.55,2.33,1637.0,1005.84,G
Kepler-43 b,Kepler-43,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,12.498,982.0947,2.78,1603.0,1005.84,
Kepler-43 b,Kepler-43,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.0,994.77,2.49,1628.0,1005.84,F
Kepler-43 b,Kepler-43,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.664,1026.5909,5.0,1620.0,1005.84,
Kepler-433 b,Kepler-433,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2015-01-01,16.25,896.24,1.13,1776.0,1878.31,
Kepler-434 b,Kepler-434,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2015-01-01,12.67,908.96,2.4,1000.0,1222.54,
Kepler-435 b,Kepler-435,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2015-01-01,22.31,266.97,0.131,1729.0,1418.77,
Kepler-44 b,Kepler-44,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.451,327.3649,0.73,1568.0,1188.0,
Kepler-44 b,Kepler-44,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,13.9,324.17,0.65,1603.0,1188.0,G
Kepler-44 b,Kepler-44,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,12.22,317.82,0.93,1544.0,1188.0,G
Kepler-45 b,Kepler-45,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,11.198,158.915,0.624,787.0,381.949,
Kepler-45 b,Kepler-45,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2011-01-01,10.76,160.497,0.8,1000.0,381.949,M
Kepler-454 b,Kepler-454,2,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2015-01-01,2.37,5.4,2.23,916.0,230.869,
Kepler-46 b,Kepler-46,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,9.057,1907.0,14.0,543.0,777.06,
Kepler-5 b,Kepler-5,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,16.04,671.864,0.894,1868.0,899.777,
Kepler-5 b,Kepler-5,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,15.984,670.93913,0.4,1750.0,899.777,
Kepler-5 b,Kepler-5,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,13.563,648.3732,1.431,1692.0,899.777,
Kepler-51 b,Kepler-51,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,7.1,2.1,0.03,543.0,783.831,
Kepler-51 c,Kepler-51,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2012-01-01,9.0,4.0,0.03,439.0,783.831,
Kepler-51 d,Kepler-51,1,3,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,9.7,7.6,0.046,381.0,783.831,
Kepler-538 b,Kepler-538,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.215,12.9,6.5,417.0,155.956,
Kepler-538 b,Kepler-538,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.215,10.6,5.4,380.0,155.956,
Kepler-539 b,Kepler-539,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,8.373,308.2951,2.9,388.0,307.318,G
Kepler-6 b,Kepler-6,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,14.617,212.31044,0.4,1460.0,587.039,
Kepler-6 b,Kepler-6,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,14.83,212.619,0.352,1500.0,587.039,
Kepler-6 b,Kepler-6,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,13.103,201.18639,0.492,1451.0,587.039,
Kepler-68 b,Kepler-68,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,2.31,8.3,3.32,1280.0,144.166,
Kepler-68 b,Kepler-68,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,2.357,8.03,3.37,1275.0,144.166,
Kepler-68 c,Kepler-68,2,4,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,0.979,1.3,7.5,1052.0,144.166,
Kepler-7 b,Kepler-7,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,16.567,137.615,0.166,1540.0,922.562,
Kepler-7 b,Kepler-7,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,18.181,140.16303,0.14,1630.0,922.562,
Kepler-7 b,Kepler-7,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,17.957,135.07775,0.13,1621.0,922.562,
Kepler-7 b,Kepler-7,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2009-01-01,18.484,143.97699,0.1256,1619.0,922.562,
Kepler-74 b,Kepler-74,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,14.8,216.12,0.37,1250.0,1177.55,F
Kepler-74 b,Kepler-74,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,10.76,200.22,0.88,1078.0,1177.55,F
Kepler-75 b,Kepler-75,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,11.77,3209.9,11.0,767.0,835.356,K
Kepler-75 b,Kepler-75,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,11.55,3146.4,11.0,850.0,835.356,G
Kepler-76 b,Kepler-76,1,1,0,Kepler,Orbital Brightness Modulation,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,15.244,638.8383,1.1,2140.0,822.96,
Kepler-77 b,Kepler-77,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,10.761,136.661,0.603,1440.0,639.411,G
Kepler-78 b,Kepler-78,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,1.201,1.68,5.33,2223.0,124.376,
Kepler-78 b,Kepler-78,2,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,1.173,1.86,5.57,2250.0,124.376,
Kepler-8 b,Kepler-8,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,15.872,187.5197,0.27,1680.0,1021.87,
Kepler-8 b,Kepler-8,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,15.906,191.643,0.261,1764.0,1021.87,
Kepler-8 b,Kepler-8,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2010-01-01,15.48,187.5197,0.279,1662.0,1021.87,
Kepler-87 b,Kepler-87,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,13.49,324.2,0.729,478.0,1232.9,
Kepler-87 c,Kepler-87,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,6.14,6.4,0.152,403.0,1232.9,
Kepler-91 b,Kepler-91,1,1,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2013-01-01,15.323,257.4423,0.4,2040.0,1294.69,
Kepler-93 b,Kepler-93,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.478,4.02,6.88,1037.0,95.9115,
Kepler-93 b,Kepler-93,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.478,3.8,6.3,1037.0,95.9115,
Kepler-93 b,Kepler-93,1,2,0,Kepler,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2014-01-01,1.478,4.66,7.93,1133.0,95.9115,
L 168-9 b,L 168-9,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.39,4.6,9.6,965.0,25.1496,M
L 98-59 b,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,0.8,1.01,12.7,610.0,10.6194,M
L 98-59 b,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,0.85,0.4,3.6,627.0,10.6194,M
L 98-59 c,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.385,2.22,4.57,553.0,10.6194,M
L 98-59 c,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.35,2.42,5.4,517.0,10.6194,M
L 98-59 d,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.521,1.94,2.95,416.0,10.6194,M
L 98-59 d,L 98-59,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.57,2.31,3.3,409.0,10.6194,M
LHS 1140 b,LHS 1140,1,2,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2017-01-01,1.635,6.38,8.04,379.0,14.9861,
